item_id,category_id,semantic,fine-grained
212982955,38,bags,clutch
195627888,37,bags,purse
209921939,38,bags,clutch
206385444,37,bags,purse
167348958,318,bags,purse
127713140,258,bags,purse
145502443,37,bags,purse
204047567,318,bags,purse
14602660,39,bags,purse
171499453,37,bags,purse
190244709,318,bags,purse
204375189,38,bags,clutch
204882158,37,bags,purse
148352395,36,bags,tote
165161167,37,bags,purse
202076969,38,bags,clutch
182067591,318,bags,purse
168540999,259,bags,backpack
166384096,36,bags,tote
205297760,38,bags,clutch
210025913,318,bags,purse
196197635,38,bags,clutch
206787843,37,bags,purse
180380775,38,bags,clutch
206220448,318,bags,purse
180814547,40,bags,purse
201031199,37,bags,purse
191174179,259,bags,backpack
194859528,259,bags,backpack
198612780,38,bags,clutch
199729509,38,bags,clutch
207585936,36,bags,tote
188568512,37,bags,purse
193137785,318,bags,purse
212009792,259,bags,backpack
203116909,37,bags,purse
118043488,37,bags,purse
179106540,36,bags,tote
173793300,38,bags,clutch
175453343,36,bags,tote
186557962,259,bags,backpack
86413323,38,bags,clutch
194658747,259,bags,backpack
212406255,37,bags,purse
210507518,36,bags,tote
210927444,259,bags,backpack
201480394,259,bags,backpack
198921564,36,bags,tote
202781695,37,bags,purse
203150821,38,bags,clutch
188376645,38,bags,clutch
161416907,318,bags,purse
203466702,37,bags,purse
213535777,318,bags,purse
197494837,37,bags,purse
127920405,318,bags,purse
181180070,38,bags,clutch
189715321,38,bags,clutch
183271865,40,bags,purse
160028098,37,bags,purse
176736523,36,bags,tote
177875130,38,bags,clutch
141917295,36,bags,tote
212141910,36,bags,tote
205203608,36,bags,tote
161333528,37,bags,purse
120247853,259,bags,backpack
196599303,318,bags,purse
170637443,36,bags,tote
159480471,259,bags,backpack
130007534,38,bags,clutch
199734353,37,bags,purse
212864198,37,bags,purse
206280619,38,bags,clutch
115788932,318,bags,purse
190798227,259,bags,backpack
181138989,259,bags,backpack
162872789,35,bags,backpack
197824486,38,bags,clutch
196030328,37,bags,purse
118741352,38,bags,clutch
209617803,37,bags,purse
188682332,37,bags,purse
124135804,38,bags,clutch
211212562,40,bags,purse
172497152,36,bags,tote
173164792,37,bags,purse
209499093,37,bags,purse
184388241,36,bags,tote
179538769,37,bags,purse
163034764,259,bags,backpack
